transaction_id,customer_id,date,product_id,category,price,quantity,promo_applied,total_amount,year,month,day_of_week,quarter,season
T46,C783,2023-10-17,P71,Electronics,378.71,5,True,1893.55,2023,10,1,4,4
T47,C190,2022-12-28,P57,Home,573.22,4,True,2292.88,2022,12,2,4,1
T48,C958,2023-10-01,P6,Electronics,463.54,5,True,2317.7000000000003,2023,10,6,4,4
T49,C687,2022-02-09,P49,Sports,494.74,5,True,2473.7,2022,2,2,1,1
T50,C958,2023-02-20,P22,Sports,757.78,1,False,757.78,2023,2,0,1,1
T51,C563,2022-12-21,P77,Electronics,530.7,2,True,1061.4,2022,12,2,4,1
T52,C876,2022-09-12,P76,Clothing,330.42,3,False,991.26,2022,9,0,3,4
T53,C567,2022-05-23,P4,Sports,585.64,1,False,585.64,2022,5,0,2,2
T54,C244,2023-12-11,P72,Home,644.35,2,False,1288.7,2023,12,0,4,1
T55,C832,2023-07-31,P64,Clothing,665.69,3,False,1997.0700000000002,2023,7,0,3,3
T56,C505,2022-01-11,P37,Electronics,622.12,3,False,1866.3600000000001,2022,1,1,1,1
T57,C131,2023-09-12,P31,Beauty,667.96,2,False,1335.92,2023,9,1,3,4
T58,C485,2022-01-26,P37,Sports,316.99,3,False,950.97,2022,1,2,1,1
T59,C819,2023-02-25,P45,Beauty,451.67,4,True,1806.68,2023,2,5,1,1
T60,C647,2023-10-25,P90,Home,672.02,4,True,2688.08,2023,10,2,4,4
T61,C21,2022-08-09,P8,Clothing,756.82,1,False,756.82,2022,8,1,3,3
T62,C841,2023-05-11,P40,Beauty,439.8,3,False,1319.4,2023,5,3,2,2
T63,C167,2022-08-25,P97,Home,371.68,3,False,1115.04,2022,8,3,3,3
T64,C274,2022-08-25,P93,Beauty,718.72,2,False,1437.44,2022,8,3,3,3
T65,C388,2022-08-07,P5,Beauty,229.95,4,False,919.8,2022,8,6,3,3
T66,C601,2023-05-02,P28,Home,19.4,5,False,97.0,2023,5,1,2,2
T67,C316,2023-04-06,P81,Sports,476.45,1,False,476.45,2023,4,3,2,2
T68,C14,2023-10-25,P87,Beauty,181.64,4,True,726.56,2023,10,2,4,4
T69,C242,2023-09-27,P9,Home,384.5,2,False,769.0,2023,9,2,3,4
T70,C777,2022-05-24,P2,Beauty,298.32,1,False,298.32,2022,5,1,2,2
T71,C346,2022-07-08,P63,Sports,779.49,5,False,3897.45,2022,7,4,3,3
T72,C565,2022-09-12,P96,Home,338.09,1,False,338.09,2022,9,0,3,4
T73,C898,2022-03-09,P51,Beauty,644.27,4,False,2577.08,2022,3,2,1,2
T74,C340,2023-09-08,P31,Electronics,677.17,5,False,3385.85,2023,9,4,3,4
T75,C92,2022-12-02,P7,Sports,461.89,2,True,923.78,2022,12,4,4,1
T76,C367,2023-11-02,P30,Beauty,90.27,1,False,90.27,2023,11,3,4,4
T77,C956,2023-02-13,P58,Clothing,703.36,4,False,2813.44,2023,2,0,1,1
T78,C455,2022-10-27,P3,Home,84.42,2,True,168.84,2022,10,3,4,4
T79,C428,2023-08-25,P51,Beauty,108.22,5,False,541.1,2023,8,4,3,3
T80,C509,2022-12-23,P56,Sports,204.04,1,False,204.04,2022,12,4,4,1
T81,C776,2022-09-13,P73,Sports,287.57,3,True,862.71,2022,9,1,3,4
T82,C943,2022-12-19,P10,Clothing,847.99,4,False,3391.96,2022,12,0,4,1
T83,C35,2023-06-05,P61,Clothing,678.17,4,False,2712.68,2023,6,0,2,3
T84,C206,2023-06-08,P50,Beauty,393.34,3,False,1180.02,2023,6,3,2,3
T85,C81,2023-11-25,P47,Electronics,978.84,2,False,1957.68,2023,11,5,4,4
T86,C932,2022-10-11,P90,Sports,251.17,4,False,1004.68,2022,10,1,4,4
T87,C562,2022-11-08,P1,Electronics,613.72,2,True,1227.44,2022,11,1,4,4
T88,C872,2022-04-09,P94,Electronics,848.74,5,True,4243.7,2022,4,5,2,2
T89,C388,2022-07-16,P57,Beauty,804.0,3,False,2412.0,2022,7,5,3,3
T90,C2,2023-04-27,P38,Home,99.4,2,False,198.8,2023,4,3,2,2
T91,C390,2022-08-14,P62,Home,700.3,5,True,3501.5,2022,8,6,3,3
T92,C566,2023-09-07,P79,Home,265.29,1,True,265.29,2023,9,3,3,4
T93,C106,2023-09-10,P89,Clothing,362.18,4,False,1448.72,2023,9,6,3,4
T94,C772,2022-12-31,P70,Sports,494.1,3,True,1482.3000000000002,2022,12,5,4,1
T95,C822,2023-01-03,P82,Clothing,792.84,1,False,792.84,2023,1,1,1,1
T96,C477,2023-07-24,P65,Sports,174.54,1,False,174.54,2023,7,0,3,3
T97,C703,2023-08-13,P62,Sports,117.47,1,False,117.47,2023,8,6,3,3
T98,C402,2022-03-16,P56,Sports,161.91,2,False,323.82,2022,3,2,1,2
T99,C730,2022-02-11,P67,Beauty,226.04,4,True,904.16,2022,2,4,1,1
T100,C556,2023-02-26,P17,Home,68.91,3,False,206.73,2023,2,6,1,1
T101,C162,2022-06-30,P8,Clothing,927.09,4,True,3708.36,2022,6,3,2,3
T102,C202,2023-06-29,P60,Clothing,325.89,4,False,1303.56,2023,6,3,2,3
T103,C958,2022-03-12,P40,Beauty,185.21,4,False,740.84,2022,3,5,1,2
T104,C996,2023-07-22,P81,Sports,641.46,5,False,3207.3,2023,7,5,3,3
T105,C270,2022-04-15,P89,Home,789.13,5,False,3945.65,2022,4,4,2,2
T106,C863,2022-07-19,P62,Electronics,755.7,5,True,3778.5,2022,7,1,3,3
T107,C816,2022-04-11,P41,Electronics,721.52,5,False,3607.6,2022,4,0,2,2
T108,C271,2022-11-03,P12,Beauty,60.02,4,False,240.08,2022,11,3,4,4
T109,C456,2023-08-09,P93,Home,784.34,4,False,3137.36,2023,8,2,3,3
T110,C462,2023-11-14,P89,Electronics,506.86,3,True,1520.58,2023,11,1,4,4
T111,C727,2023-01-12,P100,Electronics,652.6,3,False,1957.8000000000002,2023,1,3,1,1
T112,C252,2023-10-17,P54,Clothing,956.86,3,False,2870.58,2023,10,1,4,4
T113,C702,2023-11-09,P89,Home,812.57,3,False,2437.71,2023,11,3,4,4
T114,C296,2023-02-03,P93,Electronics,827.12,3,False,2481.36,2023,2,4,1,1
T115,C725,2022-08-09,P11,Clothing,189.65,5,False,948.25,2022,8,1,3,3
T116,C720,2023-08-18,P60,Home,481.65,4,False,1926.6,2023,8,4,3,3
T117,C749,2022-07-01,P68,Sports,949.83,3,True,2849.4900000000002,2022,7,4,3,3
T118,C338,2022-11-03,P78,Home,586.86,2,False,1173.72,2022,11,3,4,4
T119,C879,2023-06-06,P46,Beauty,111.56,3,False,334.68,2023,6,1,2,3
T120,C53,2023-01-31,P38,Clothing,734.5,3,True,2203.5,2023,1,1,1,1
T121,C792,2022-01-04,P61,Sports,52.5,4,False,210.0,2022,1,1,1,1
T122,C922,2022-10-08,P17,Clothing,744.87,5,False,3724.35,2022,10,5,4,4
T123,C217,2022-08-03,P66,Clothing,880.97,1,False,880.97,2022,8,2,3,3
T124,C764,2023-09-02,P72,Electronics,431.0,4,False,1724.0,2023,9,5,3,4
T125,C188,2023-02-24,P36,Home,419.48,5,False,2097.4,2023,2,4,1,1
T126,C380,2022-04-11,P74,Clothing,311.17,2,False,622.34,2022,4,0,2,2
T127,C493,2023-06-05,P7,Clothing,878.17,1,False,878.17,2023,6,0,2,3
T128,C41,2023-07-27,P100,Beauty,552.31,5,False,2761.5499999999997,2023,7,3,3,3
T129,C157,2022-11-05,P16,Beauty,583.47,5,False,2917.3500000000004,2022,11,5,4,4
T130,C15,2023-10-20,P14,Beauty,665.09,4,False,2660.36,2023,10,4,4,4
T131,C813,2023-05-25,P80,Clothing,307.23,5,False,1536.15,2023,5,3,2,2
T132,C65,2022-03-04,P25,Sports,438.46,3,False,1315.3799999999999,2022,3,4,1,2
T133,C857,2023-09-25,P4,Home,744.19,5,False,3720.9500000000003,2023,9,0,3,4
T134,C839,2022-08-14,P29,Clothing,985.63,1,False,985.63,2022,8,6,3,3
T135,C521,2022-04-15,P56,Electronics,43.96,5,False,219.8,2022,4,4,2,2
T136,C344,2023-03-01,P6,Sports,52.22,2,False,104.44,2023,3,2,1,2
T137,C129,2022-09-12,P1,Sports,433.8,3,False,1301.4,2022,9,0,3,4
T138,C648,2023-03-05,P39,Home,663.03,1,True,663.03,2023,3,6,1,2
T139,C472,2023-03-10,P1,Sports,392.5,1,False,392.5,2023,3,4,1,2
T140,C63,2022-07-26,P63,Home,999.64,4,False,3998.56,2022,7,1,3,3
T141,C139,2022-01-28,P57,Sports,203.41,4,True,813.64,2022,1,4,1,1
T142,C499,2023-11-13,P67,Home,17.85,3,False,53.550000000000004,2023,11,0,4,4
T143,C593,2022-12-02,P65,Beauty,198.23,1,False,198.23,2022,12,4,4,1
T144,C392,2023-08-11,P65,Beauty,887.97,2,True,1775.94,2023,8,4,3,3
T145,C675,2023-09-20,P21,Sports,153.7,5,True,768.5,2023,9,2,3,4
T146,C419,2022-03-10,P30,Sports,484.19,5,True,2420.95,2022,3,3,1,2
T147,C289,2023-05-28,P96,Home,425.08,5,True,2125.4,2023,5,6,2,2
T148,C379,2022-06-16,P33,Home,669.07,4,False,2676.28,2022,6,3,2,3
T149,C773,2023-12-31,P48,Clothing,64.05,1,False,64.05,2023,12,6,4,1
T150,C490,2023-01-03,P22,Beauty,662.16,1,False,662.16,2023,1,1,1,1
T151,C231,2022-09-08,P94,Clothing,361.2,2,False,722.4,2022,9,3,3,4
T152,C41,2023-11-17,P54,Clothing,926.78,4,False,3707.12,2023,11,4,4,4
T153,C28,2022-06-19,P4,Electronics,850.4,2,False,1700.8,2022,6,6,2,3
T154,C135,2022-03-31,P87,Home,405.51,1,False,405.51,2022,3,3,1,2
T155,C201,2023-07-15,P55,Electronics,992.96,5,False,4964.8,2023,7,5,3,3
T156,C840,2023-03-22,P44,Electronics,61.42,4,False,245.68,2023,3,2,1,2
T157,C780,2022-10-21,P89,Clothing,790.75,4,True,3163.0,2022,10,4,4,4
T158,C930,2022-05-30,P12,Electronics,439.5,4,False,1758.0,2022,5,0,2,2
T159,C33,2022-05-12,P81,Home,438.97,5,True,2194.8500000000004,2022,5,3,2,2
T160,C48,2023-03-09,P79,Clothing,178.43,4,False,713.72,2023,3,3,1,2
T161,C503,2022-02-28,P74,Home,519.73,3,True,1559.19,2022,2,0,1,1
T162,C407,2022-07-18,P99,Sports,93.87,4,False,375.48,2022,7,0,3,3
T163,C574,2022-08-03,P52,Electronics,620.41,5,False,3102.0499999999997,2022,8,2,3,3
T164,C728,2023-07-15,P93,Clothing,249.17,4,False,996.68,2023,7,5,3,3
T165,C805,2023-04-17,P76,Beauty,727.61,3,True,2182.83,2023,4,0,2,2
T166,C99,2022-09-04,P65,Home,611.29,3,True,1833.87,2022,9,6,3,4
T167,C684,2023-01-17,P65,Electronics,748.94,4,False,2995.76,2023,1,1,1,1
T168,C872,2022-08-27,P10,Home,752.24,1,True,752.24,2022,8,5,3,3
T169,C726,2023-01-02,P18,Home,204.74,1,False,204.74,2023,1,0,1,1
T170,C987,2022-06-17,P47,Sports,10.67,2,False,21.34,2022,6,4,2,3
T171,C547,2023-07-14,P66,Home,372.1,3,True,1116.3000000000002,2023,7,4,3,3
T172,C961,2022-02-20,P49,Sports,919.88,1,True,919.88,2022,2,6,1,1
T173,C739,2023-09-02,P72,Sports,582.12,2,False,1164.24,2023,9,5,3,4
T174,C613,2023-12-29,P22,Sports,730.23,1,False,730.23,2023,12,4,4,1
T175,C943,2023-11-20,P86,Electronics,880.77,4,True,3523.08,2023,11,0,4,4
T176,C462,2023-01-15,P26,Home,907.0,3,False,2721.0,2023,1,6,1,1
T177,C643,2023-04-19,P90,Home,533.73,1,False,533.73,2023,4,2,2,2
T178,C769,2022-03-21,P9,Sports,545.53,4,False,2182.12,2022,3,0,1,2
T179,C5,2023-11-28,P21,Home,852.43,2,False,1704.86,2023,11,1,4,4
T180,C218,2023-01-02,P95,Home,809.41,4,True,3237.64,2023,1,0,1,1
T181,C503,2023-04-06,P63,Sports,701.87,2,True,1403.74,2023,4,3,2,2
T182,C767,2023-06-23,P6,Beauty,608.42,1,False,608.42,2023,6,4,2,3
T183,C398,2023-03-28,P14,Beauty,621.04,5,False,3105.2,2023,3,1,1,2
T184,C871,2023-04-09,P33,Sports,369.28,4,False,1477.12,2023,4,6,2,2
T185,C795,2023-04-23,P71,Electronics,842.51,5,False,4212.55,2023,4,6,2,2
T186,C393,2023-02-24,P24,Home,621.6,3,False,1864.8000000000002,2023,2,4,1,1
T187,C207,2023-12-08,P73,Home,231.29,5,False,1156.45,2023,12,4,4,1
T188,C15,2022-08-02,P75,Beauty,247.44,3,False,742.3199999999999,2022,8,1,3,3
T189,C858,2023-01-04,P87,Sports,862.99,1,False,862.99,2023,1,2,1,1
T190,C554,2022-04-24,P51,Electronics,629.45,1,True,629.45,2022,4,6,2,2
T191,C892,2023-05-18,P2,Sports,404.72,4,False,1618.88,2023,5,3,2,2
T192,C461,2023-09-28,P15,Beauty,195.23,5,True,976.15,2023,9,3,3,4
T193,C691,2023-08-11,P35,Beauty,614.11,3,False,1842.33,2023,8,4,3,3
T194,C575,2022-11-07,P36,Home,192.47,3,False,577.41,2022,11,0,4,4
T195,C864,2023-04-14,P92,Clothing,475.47,5,False,2377.3500000000004,2023,4,4,2,2
T196,C743,2023-12-09,P39,Electronics,680.74,1,False,680.74,2023,12,5,4,1
T197,C241,2022-02-13,P4,Electronics,569.76,1,True,569.76,2022,2,6,1,1
T198,C564,2023-02-19,P64,Clothing,922.88,3,False,2768.64,2023,2,6,1,1
T199,C96,2023-11-29,P74,Beauty,49.32,4,True,197.28,2023,11,2,4,4
T200,C900,2022-09-03,P6,Sports,287.0,1,True,287.0,2022,9,5,3,4
T201,C734,2022-03-25,P57,Electronics,66.52,2,False,133.04,2022,3,4,1,2
T202,C485,2022-07-26,P30,Clothing,202.66,3,True,607.98,2022,7,1,3,3
T203,C407,2022-05-31,P99,Home,132.74,5,True,663.7,2022,5,1,2,2
T204,C231,2023-10-30,P74,Home,735.34,5,True,3676.7000000000003,2023,10,0,4,4
T205,C749,2023-06-12,P96,Beauty,375.68,3,False,1127.04,2023,6,0,2,3
T206,C655,2022-06-14,P67,Electronics,925.79,3,False,2777.37,2022,6,1,2,3
T207,C171,2022-05-25,P90,Sports,33.14,1,True,33.14,2022,5,2,2,2
T208,C541,2022-02-06,P15,Electronics,656.39,3,False,1969.17,2022,2,6,1,1
T209,C36,2022-11-29,P17,Home,970.84,3,False,2912.52,2022,11,1,4,4
T210,C525,2023-02-07,P91,Electronics,184.08,2,False,368.16,2023,2,1,1,1
T211,C160,2023-02-18,P18,Home,448.01,5,False,2240.05,2023,2,5,1,1
T212,C839,2022-02-14,P19,Clothing,704.87,1,False,704.87,2022,2,0,1,1
T213,C699,2023-02-06,P76,Clothing,636.81,4,False,2547.24,2023,2,0,1,1
T214,C243,2022-07-25,P88,Home,570.37,1,False,570.37,2022,7,0,3,3
T215,C86,2022-03-03,P69,Sports,333.49,5,True,1667.45,2022,3,3,1,2
T216,C796,2023-02-24,P24,Sports,730.92,4,True,2923.68,2023,2,4,1,1
T217,C578,2023-04-13,P91,Electronics,656.72,3,False,1970.16,2023,4,3,2,2
T218,C682,2022-01-19,P48,Home,171.17,2,False,342.34,2022,1,2,1,1
T219,C557,2022-12-31,P30,Beauty,964.45,2,False,1928.9,2022,12,5,4,1
T220,C574,2022-10-27,P15,Sports,560.12,5,False,2800.6,2022,10,3,4,4
T221,C953,2022-01-07,P47,Sports,530.21,5,False,2651.05,2022,1,4,1,1
T222,C646,2023-03-04,P44,Clothing,849.75,2,False,1699.5,2023,3,5,1,2
T223,C796,2022-04-27,P98,Sports,644.01,4,True,2576.04,2022,4,2,2,2
T224,C28,2023-08-03,P27,Sports,83.73,4,False,334.92,2023,8,3,3,3
T225,C620,2023-05-22,P84,Sports,511.52,1,False,511.52,2023,5,0,2,2
T226,C556,2023-06-30,P64,Home,782.79,3,False,2348.37,2023,6,4,2,3
T227,C340,2023-12-07,P41,Home,702.98,4,False,2811.92,2023,12,3,4,1
T228,C798,2022-11-21,P96,Clothing,971.06,3,True,2913.18,2022,11,0,4,4
T229,C958,2022-02-24,P68,Electronics,34.67,5,False,173.35000000000002,2022,2,3,1,1
T230,C331,2022-02-11,P5,Sports,268.61,4,True,1074.44,2022,2,4,1,1
T231,C640,2022-10-24,P53,Electronics,553.66,4,False,2214.64,2022,10,0,4,4
T232,C506,2022-08-19,P8,Home,623.29,4,False,2493.16,2022,8,4,3,3
T233,C348,2023-03-29,P22,Sports,281.61,1,False,281.61,2023,3,2,1,2
T234,C473,2023-01-29,P7,Electronics,828.53,5,False,4142.65,2023,1,6,1,1
T235,C231,2023-06-06,P22,Electronics,172.7,2,False,345.4,2023,6,1,2,3
T236,C190,2022-12-24,P46,Beauty,10.84,1,False,10.84,2022,12,5,4,1
T237,C225,2023-03-20,P30,Home,952.87,1,True,952.87,2023,3,0,1,2
T238,C385,2022-05-08,P16,Clothing,397.64,4,False,1590.56,2022,5,6,2,2
T239,C377,2023-11-22,P79,Clothing,957.91,1,False,957.91,2023,11,2,4,4
T240,C283,2023-02-09,P5,Beauty,285.15,2,False,570.3,2023,2,3,1,1
T241,C958,2023-01-27,P67,Electronics,72.81,1,True,72.81,2023,1,4,1,1
T242,C633,2022-07-12,P23,Beauty,774.79,1,False,774.79,2022,7,1,3,3
T243,C628,2023-08-27,P61,Beauty,837.46,4,False,3349.84,2023,8,6,3,3
T244,C973,2022-03-19,P74,Home,497.17,5,False,2485.85,2022,3,5,1,2
T245,C745,2022-03-26,P5,Sports,83.11,2,True,166.22,2022,3,5,1,2
T246,C259,2022-01-30,P23,Electronics,657.59,4,True,2630.36,2022,1,6,1,1
T247,C359,2023-12-26,P79,Clothing,190.32,1,False,190.32,2023,12,1,4,1
T248,C710,2022-02-18,P82,Clothing,850.89,2,False,1701.78,2022,2,4,1,1
T249,C456,2022-05-25,P25,Beauty,281.28,3,False,843.8399999999999,2022,5,2,2,2
T250,C411,2022-03-10,P8,Beauty,849.23,1,True,849.23,2022,3,3,1,2
T251,C649,2022-02-27,P95,Beauty,432.66,5,True,2163.3,2022,2,6,1,1
T252,C318,2023-11-28,P21,Electronics,600.52,1,False,600.52,2023,11,1,4,4
T253,C677,2023-07-28,P2,Beauty,791.67,5,True,3958.35,2023,7,4,3,3
T254,C225,2023-04-24,P22,Beauty,50.03,3,False,150.09,2023,4,0,2,2
T255,C819,2023-03-21,P72,Sports,822.95,4,False,3291.8,2023,3,1,1,2
T256,C234,2022-10-23,P87,Electronics,147.26,4,False,589.04,2022,10,6,4,4
T257,C684,2023-11-09,P96,Home,364.83,4,False,1459.32,2023,11,3,4,4
T258,C664,2022-06-20,P72,Home,478.05,2,True,956.1,2022,6,0,2,3
T259,C975,2023-07-29,P68,Sports,896.47,5,False,4482.35,2023,7,5,3,3
T260,C827,2022-05-27,P64,Clothing,32.22,1,False,32.22,2022,5,4,2,2
T261,C374,2023-04-29,P94,Home,563.61,2,False,1127.22,2023,4,5,2,2
T262,C672,2022-11-02,P19,Electronics,646.1,2,False,1292.2,2022,11,2,4,4
T263,C608,2023-11-04,P87,Clothing,323.42,1,True,323.42,2023,11,5,4,4
T264,C472,2023-10-15,P82,Beauty,297.58,3,False,892.74,2023,10,6,4,4
T265,C233,2023-09-01,P53,Electronics,495.56,4,True,1982.24,2023,9,4,3,4
T266,C692,2023-03-22,P93,Clothing,195.23,3,False,585.6899999999999,2023,3,2,1,2
T267,C113,2022-08-09,P87,Home,473.44,3,False,1420.32,2022,8,1,3,3
T268,C830,2023-07-09,P97,Beauty,767.38,4,False,3069.52,2023,7,6,3,3
T269,C497,2023-01-13,P52,Beauty,846.94,3,True,2540.82,2023,1,4,1,1
T270,C442,2023-09-12,P47,Electronics,391.31,2,True,782.62,2023,9,1,3,4
T271,C564,2022-09-23,P82,Beauty,621.13,1,False,621.13,2022,9,4,3,4
T272,C268,2022-04-05,P54,Clothing,10.02,2,True,20.04,2022,4,1,2,2
T273,C510,2022-09-19,P44,Sports,554.85,2,False,1109.7,2022,9,0,3,4
T274,C807,2022-03-12,P97,Home,975.48,5,False,4877.4,2022,3,5,1,2
T275,C386,2022-08-07,P7,Electronics,319.14,4,False,1276.56,2022,8,6,3,3
T276,C387,2023-06-17,P92,Sports,598.83,4,True,2395.32,2023,6,5,2,3
T277,C113,2022-04-02,P1,Sports,764.66,2,True,1529.32,2022,4,5,2,2
T278,C613,2022-05-07,P63,Electronics,612.84,4,False,2451.36,2022,5,5,2,2
T279,C625,2022-03-21,P98,Clothing,424.31,5,False,2121.55,2022,3,0,1,2
T280,C952,2022-08-26,P39,Home,161.05,1,False,161.05,2022,8,4,3,3
T281,C81,2023-01-07,P19,Electronics,469.06,3,False,1407.18,2023,1,5,1,1
T282,C699,2023-05-01,P31,Sports,301.84,4,False,1207.36,2023,5,0,2,2
T283,C113,2023-11-25,P77,Sports,698.96,2,True,1397.92,2023,11,5,4,4
T284,C2,2022-01-25,P24,Electronics,447.49,4,False,1789.96,2022,1,1,1,1
T285,C642,2022-06-05,P69,Sports,851.38,2,False,1702.76,2022,6,6,2,3
T286,C220,2023-06-01,P87,Electronics,201.39,3,False,604.17,2023,6,3,2,3
T287,C566,2023-09-24,P83,Electronics,423.54,4,False,1694.16,2023,9,6,3,4
T288,C855,2023-06-14,P65,Home,561.93,3,True,1685.79,2023,6,2,2,3
T289,C997,2023-12-11,P33,Electronics,134.75,2,False,269.5,2023,12,0,4,1
T290,C736,2022-02-26,P59,Sports,592.03,5,True,2960.1499999999996,2022,2,5,1,1
T291,C225,2023-08-28,P33,Beauty,298.01,5,False,1490.05,2023,8,0,3,3
T292,C385,2022-01-19,P32,Home,237.24,1,True,237.24,2022,1,2,1,1
T293,C403,2023-01-19,P59,Sports,150.49,2,False,300.98,2023,1,3,1,1
T294,C638,2022-07-12,P92,Sports,356.38,2,False,712.76,2022,7,1,3,3
T295,C130,2022-08-25,P41,Home,929.69,2,False,1859.38,2022,8,3,3,3
T296,C53,2023-01-22,P12,Home,40.7,5,True,203.5,2023,1,6,1,1
T297,C684,2023-03-02,P73,Sports,853.63,5,False,4268.15,2023,3,3,1,2
T298,C730,2022-10-04,P11,Beauty,403.39,5,False,2016.9499999999998,2022,10,1,4,4
T299,C672,2022-08-15,P97,Clothing,565.99,4,False,2263.96,2022,8,0,3,3
T300,C710,2023-07-06,P19,Sports,517.68,4,False,2070.72,2023,7,3,3,3
T301,C416,2022-11-19,P54,Home,926.48,5,False,4632.4,2022,11,5,4,4
T302,C247,2022-06-02,P57,Electronics,772.43,3,False,2317.29,2022,6,3,2,3
T303,C836,2023-10-01,P42,Electronics,984.98,4,True,3939.92,2023,10,6,4,4
T304,C439,2022-08-25,P98,Home,796.49,4,False,3185.96,2022,8,3,3,3
T305,C203,2022-02-24,P71,Home,302.93,4,True,1211.72,2022,2,3,1,1
T306,C184,2023-03-12,P31,Clothing,963.25,4,False,3853.0,2023,3,6,1,2
T307,C123,2023-11-15,P52,Home,983.73,1,False,983.73,2023,11,2,4,4
T308,C401,2022-04-19,P2,Electronics,131.86,4,True,527.44,2022,4,1,2,2
T309,C767,2022-07-03,P83,Beauty,902.03,3,False,2706.09,2022,7,6,3,3
T310,C294,2023-01-03,P38,Home,667.56,1,False,667.56,2023,1,1,1,1
T311,C280,2022-07-17,P32,Clothing,922.77,4,False,3691.08,2022,7,6,3,3
T312,C837,2023-01-06,P10,Beauty,916.58,2,True,1833.16,2023,1,4,1,1
